Degree,ID,Curriculum,Field of studies,ECTS Credits,Semester,Curriculum Link,Modulhandbuch Link
04 TopMath Promotion,084,Mathe. mit zusätzl. Promo.stg. Mathe. - Promotion (kA/20191),Mathematics,,8,,
05 Partial doctorate,419,Aerospace Engineering (kA/0),Aviation and Aerospace Engineering,,6,,
05 Partial doctorate,722,Agric. Science and Hort. Science (kA/0),Agricultural Studies/Farming,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3819&pStartSemester=,
05 Partial doctorate,701,Agricultural Studies (kA/0),Agricultural Studies/Farming,6,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4094&pStartSemester=,
05 Partial doctorate,350,Architecture (kA/0),Architecture,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2550&pStartSemester=,
05 Partial doctorate,105,Biochemistry (kA/0),Biochemistry,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4127&pStartSemester=,
05 Partial doctorate,042,Bioinformatics (kA/0; sb bis 30.09.2050),Computer Science,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4234&pStartSemester=,
05 Partial doctorate,110,Biology (kA/0; sb bis 30.09.2030),Biology,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2897&pStartSemester=,
05 Partial doctorate,800,Brewing/Beverage Technology (kA/0),Brewing/Beverage Technology,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4128&pStartSemester=,
05 Partial doctorate,415,Chemical Engineering (kA/0),Chemical Engineering,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4160&pStartSemester=,
05 Partial doctorate,100,Chemistry (kA/0),Chemistry,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2551&pStartSemester=,
05 Partial doctorate,310,Civil Engineering (kA/0),Civil Engineering/Construction Engineering,,6,,
05 Partial doctorate,411,Engineering Science (kA/0),Interdisciplinary Studies (focus area: Engineering Studies),,6,,
05 Partial doctorate,457,Environmental Engineering (kA/0),Civil Engineering/Construction Engineering,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4396&pStartSemester=,
05 Partial doctorate,713,Environmental Planning and Engineer Ecology (kA/0),Land Management Engineering/Landscape Design,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4415&pStartSemester=,
05 Partial doctorate,830,Food Technology and Biotechnology (kA/0; sb bis 30.09.2030),Food Technology,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2984&pStartSemester=,
05 Partial doctorate,750,Forestry Science (kA/0; sb bis 30.09.2039),Forestry / Forestry Science,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3371&pStartSemester=,
05 Partial doctorate,130,Geology (kA/0),Geology/Paleontology,,6,,
05 Partial doctorate,030,Informatics (kA/0; sb bis 30.09.2039),Computer Science,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2803&pStartSemester=,
05 Partial doctorate,746,Landscape Architecture and Planning (kA/0),Land Management Engineering/Landscape Design,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4090&pStartSemester=,
05 Partial doctorate,256,Management & Technology (kA/0; sb bis 30.09.2039),Business Studies,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2802&pStartSemester=,
05 Partial doctorate,332,Mapping and Geological Information (kA/0),Surveying and Mapping,,6,,
05 Partial doctorate,401,Mechanical Engineering (kA/0),Mechanical Engineering,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2636&pStartSemester=,
05 Partial doctorate,900,Medicine (kA/0),Medicine (General Medicine),,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3076&pStartSemester=,
05 Partial doctorate,761,Nutritional Science (kA/0; sb bis 30.09.2030),Household and Nutritional Science,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2993&pStartSemester=,
05 Partial doctorate,051,Physics (kA/0; sb bis 30.09.2036),Physics,,6,,
05 Partial doctorate,291,Sports Science (kA/0; sb bis 30.09.2050),Sports Science,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3089&pStartSemester=,
05 Partial doctorate,754,Sustainable Resource Management (kA/0),Nature Conservation,,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4370&pStartSemester=,
05 Partial doctorate,610,TUM School of Education (kA/0),Educational Science,,8,,
06 Doctorate,613,"Civil, Geo and Environmental Engineering (Civil Engineering) (kA/0)",Civil Engineering/Construction Engineering,,8,,
06 Doctorate,615,"Civil, Geo and Environmental Engineering (Geosciences) (kA/0)",Geoscience,,8,,
06 Doctorate,618,Department of Architecture (Architecture) (kA/0),Architecture,,8,,
06 Doctorate,619,Department of Architecture (Landscape Architecture) (kA/0),Land Management Engineering/Landscape Design,,8,,
06 Doctorate,616,Department of Chemistry (Chemistry) (kA/0),Chemistry,,8,,
06 Doctorate,617,Department of Chemistry (Food Chemistry) (kA/0),Food Chemistry,,8,,
06 Doctorate,605,Department of Electrical and Computer Engineering (kA/0),Electrical Engineering/Electronics,,8,,
06 Doctorate,606,Department of Informatics (kA/0),Computer Science,,8,,
06 Doctorate,601,Department of Mathematics (kA/0),Mathematics,,8,,
06 Doctorate,604,Department of Mechanical Engineering (kA/0),Mechanical Engineering,,8,,
06 Doctorate,602,Department of Physics (kA/0),Physics,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4529&pStartSemester=,
06 Doctorate,979,Gastpromotion (kA/20171),others,,6,,
06 Doctorate,914,Gastpromotion (CH) (kA/20181),Chemistry,,8,,
06 Doctorate,691,Gastpromotion (CIT-EI) (kA/20211),Electrical Engineering/Electronics,,8,,
06 Doctorate,692,Gastpromotion (CIT-IN) (kA/20211),Computer Science,,8,,
06 Doctorate,693,Gastpromotion (CIT-MA) (kA/20211),Mathematics,,8,,
06 Doctorate,680,Gastpromotion (ED - Mechanical Eng.) (kA/20211),Mechanical Engineering,,8,,
06 Doctorate,919,Gastpromotion (EI) (kA/20181),Electrical Engineering/Electronics,,8,,
06 Doctorate,920,Gastpromotion (IN) (kA/20181),Computer Science,,8,,
06 Doctorate,912,Gastpromotion (MA) (kA/20181),Mathematics,,8,,
06 Doctorate,921,Gastpromotion (ME) (kA/20181),Medicine (General Medicine),,8,,
06 Doctorate,695,Gastpromotion (MH-Medicine) (kA/20211),Medicine (General Medicine),,8,,
06 Doctorate,696,Gastpromotion (MH-Sport) (kA/20211),Sports Science,,8,,
06 Doctorate,690,Gastpromotion (NAT-Chemistry) (kA/20211),Chemistry,,8,,
06 Doctorate,694,Gastpromotion (NAT-PH) (kA/20211),Physics,,8,,
06 Doctorate,913,Gastpromotion (PH) (kA/20181),Physics,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4752&pStartSemester=,
06 Doctorate,922,Gastpromotion (SG) (kA/20181),Sports Science,,3,,
06 Doctorate,925,Gastpromotion (TUMCS) (kA/20241),Biotechnology,,8,,
06 Doctorate,675,Guest Doctorate (ED - Architecture) (kA/20211),Architecture,,8,,
06 Doctorate,676,Guest Doctorate (ED - Civil Eng.) (kA/20211),Civil Engineering/Construction Engineering,,8,,
06 Doctorate,679,Guest Doctorate (ED - LRG) (kA/20211),Aviation and Aerospace Engineering,,8,,
06 Doctorate,682,Guest Doctorate (LS) (kA/20211),Agricultural Studies/Farming,,8,,
06 Doctorate,681,Guest Doctorate (MGT) (kA/20211; sb bis 30.09.2050),Business Sciences,,8,,
06 Doctorate,677,Guest Doctorate (SOT - Education) (kA/20211),Educational Science,,8,,
06 Doctorate,678,Guest Doctorate (SOT - Governance) (kA/20211),Political Science,,8,,
06 Doctorate,929,Guest Doctorate (TUM School of Engineering and Design - Aerospace and Geodesy) (kA/20191),Aviation and Aerospace Engineering,,6,,
06 Doctorate,917,Guest Doctorate (TUM School of Engineering and Design - Architecture) (kA/20171),Architecture,,8,,
06 Doctorate,916,Guest Doctorate (TUM School of Engineering and Design - Civil Eng.) (kA/20181),Civil Engineering/Construction Engineering,,8,,
06 Doctorate,918,Guest Doctorate (TUM School of Engineering and Design - Mechanical Engineering)  (kA/20181),Mechanical Engineering,,8,,
06 Doctorate,928,Guest Doctorate (TUM School of Life Sciences)  (kA/20181),Agricultural Studies/Farming,,8,,
06 Doctorate,915,Guest Doctorate (TUM School of Management)  (kA/20181; sb bis 30.09.2050),Business Sciences,,8,,
06 Doctorate,923,Guest Doctorate (TUM School of Social Sciences and Technology - Education) (kA/20181),Educational Science,,3,,
06 Doctorate,924,Guest Doctorate (TUM School of Social Sciences and Technology - Governance)  (kA/20181),Political Science,,3,,
06 Doctorate,612,Munich Center for Technology in Society (MCTS)   (kA/0),others,,6,,
06 Doctorate,611,Munich School of Engineering (MSE) (kA/0),Interdisciplinary Studies (focus area: Engineering Studies),,8,,
06 Doctorate,115,TUM Campus Straubing (kA/20191),Biotechnology,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4850&pStartSemester=,
06 Doctorate,614,TUM Department of Aerospace and Geodesy (Doctorate Program) (kA/0),Aviation and Aerospace Engineering,,8,,
06 Doctorate,683,TUM School of CIT (Electrical-/Computer Engineering) (kA/20211),Electrical Engineering/Electronics,,8,,
06 Doctorate,686,TUM School of CIT (Informatics) (kA/20211),Computer Science,,8,,
06 Doctorate,687,TUM School of CIT (Mathematics) (kA/20211),Mathematics,,8,,
06 Doctorate,671,TUM School of ED (Civil Eng.) (kA/20211),Civil Engineering/Construction Engineering,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5047&pStartSemester=,
06 Doctorate,674,TUM School of ED (Eng. Sciences) (kA/20211),Interdisciplinary Studies (focus area: Engineering Studies),,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5050&pStartSemester=,
06 Doctorate,672,TUM School of ED (Geosc.) (kA/20211),Geoscience,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5048&pStartSemester=,
06 Doctorate,610,TUM School of Education (kA/0),Educational Science,,8,,
06 Doctorate,656,TUM School of Engineering and Design (Aerospace) (kA/0),Aviation and Aerospace Engineering,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5022&pStartSemester=,
06 Doctorate,659,TUM School of Engineering and Design (Architecture) (kA/20211),Architecture,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5035&pStartSemester=,
06 Doctorate,654,TUM School of Engineering and Design (Geodesy) (kA/0),Surveying and Mapping,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5020&pStartSemester=,
06 Doctorate,658,TUM School of Engineering and Design (Landscape Architecture) (kA/20211),Land Management Engineering/Landscape Design,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5034&pStartSemester=,
06 Doctorate,660,TUM School of Engineering and Design (Mechanical Engineering) (kA/20211),Mechanical Engineering,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5036&pStartSemester=,
06 Doctorate,264,TUM School of Governance (kA/20161),Political Science,,8,,
06 Doctorate,624,TUM School of Life Sciences (Forest Science and Resource Management) (kA/0),Forestry / Forestry Science,,8,,
06 Doctorate,625,"TUM School of Life Sciences (Landscape Architecture,Landscape Planning) (kA/0)",Land Management Engineering/Landscape Design,,6,,
06 Doctorate,655,TUM School of Life Sciences (Nature Protection) (kA/0),Nature Conservation,,8,,
06 Doctorate,620,TUM School of Life Sciences Weihenstephan (kA/0),Agricultural Studies/Farming,,8,,
06 Doctorate,621,TUM School of Life Sciences Weihenstephan (Biosiences) (kA/0),Biology,,8,,
06 Doctorate,622,TUM School of Life Sciences Weihenstephan (Brewing and Food Technology) (kA/0),Brewing/Beverage Technology,,8,,
06 Doctorate,626,TUM School of Life Sciences Weihenstephan (Food Chemistry) (kA/0),Food Chemistry,,8,,
06 Doctorate,623,TUM School of Life Sciences Weihenstephan (Nutrition) (kA/0),Household and Nutritional Science,,6,,
06 Doctorate,664,TUM School of LS (Agricult.) (kA/20211),Agricultural Studies/Farming,,8,,
06 Doctorate,665,TUM School of LS (Biosc.) (kA/20211),Biology,,8,,
06 Doctorate,666,TUM School of LS (Brewing) (kA/20211),Brewing/Beverage Technology,,8,,
06 Doctorate,670,TUM School of LS (Food Chemistry) (kA/20211),Food Chemistry,,8,,
06 Doctorate,668,TUM School of LS (Forest) (kA/20211),Forestry / Forestry Science,,8,,
06 Doctorate,669,TUM School of LS (Landscape Arch.) (kA/20211),Land Management Engineering/Landscape Design,,8,,
06 Doctorate,667,TUM School of LS (Nutrition) (kA/20211),Household and Nutritional Science,,8,,
06 Doctorate,603,TUM School of Management (kA/0; sb bis 30.09.2050),Business Sciences,,8,,
06 Doctorate,245,TUM School of Management (Heilbronn) (kA/0; sb bis 30.09.2050),Business Sciences,,8,,
06 Doctorate,657,TUM School of Management (Heilbronn) (kA/202101; sb bis 30.09.2050),Business Sciences,,8,,
06 Doctorate,661,TUM School of Management (München) (kA/20211; sb bis 30.09.2050),Business Sciences,,8,,
06 Doctorate,607,TUM School of Medicine (kA/0),Medicine (General Medicine),,8,,
06 Doctorate,697,TUM School of MH (Health) (kA/20211),Health Education,,8,,
06 Doctorate,688,TUM School of MH (Medicine) (kA/20211),Medicine (General Medicine),,8,,
06 Doctorate,698,TUM School of MH (Sport) (kA/20211),Sports Science,,8,,
06 Doctorate,689,TUM School of NAT (Physics) (kA/20211),Physics,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5070&pStartSemester=,
06 Doctorate,684,TUM School of Natural Sciences (Chemistry) (kA/20211),Chemistry,,8,,
06 Doctorate,685,TUM School of Natural Sciences (Food Chemistry) (kA/20211),Food Chemistry,,8,,
06 Doctorate,662,TUM School of Social Sciences and Technology (Education) (kA/20211),Educational Science,,8,,
06 Doctorate,663,TUM School of SOT (Governance) (kA/20211),Political Science,,8,,
06 Doctorate,673,"TUM School of SOT (Sc., Tech. and Soc.) (kA/20211)",others,,8,,
07 Doctor of Philosophy (Ph.D.),906,"Medical Life Science and Technology, Doctor of Philosophy (kA/0; sb bis 30.09.2039)",Medicine (General Medicine),,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2491&pStartSemester=,
08 State examination / 1st state qualifying exam,902,Clinical Medicine (kA/0; sb bis 30.09.2051),Medicine (General Medicine),,"12,3",https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2728&pStartSemester=,
08 State examination / 1st state qualifying exam,160,Food Chemistry (kA/0; sb bis 30.09.2051),Food Chemistry,,9,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2662&pStartSemester=,
08 State examination / 1st state qualifying exam,911,Medicine (pre-clinical LMU) (kA/0; sb bis 30.09.2050),Medicine (General Medicine),,"12,3",https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4241&pStartSemester=,
14 Bachelor of Education,110 100,"Biology, Chemistry (kA/20241; sb bis 01.10.2050)",Biology,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5369&pStartSemester=,
14 Bachelor of Education,018 108,"Mathematics, Chemistry (kA/20221; sb bis 01.10.2050)",Mathematics,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5111&pStartSemester=,
14 Bachelor of Education,016 028,"Mathematics, Informatics (kA/20241; sb bis 01.10.2050)",Mathematics,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5373&pStartSemester=,
14 Bachelor of Education,017 054,"Mathematics, Physics (kA/20221; sb bis 01.10.2050)",Mathematics,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5114&pStartSemester=,
14 Bachelor of Education,016 290,"Mathematics, Physical Education (kA/20221; sb bis 01.10.2050)",Mathematics,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5115&pStartSemester=,
14 Bachelor of Education,127 128,"Biology, Computer Science (kA/20241; sb bis 01.10.2050)",Biology,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5370&pStartSemester=,
14 Bachelor of Education,110 028,"Biology, Informatics (kA/20221; sb bis 01.10.2050)",Biology,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5090&pStartSemester=,
16 Master of Science,100,Chemistry (kA/20231),Chemistry,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5186&pStartSemester=,
16 Master of Science,105,Biochemistry (kA/20231),Biochemistry,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5188&pStartSemester=,
16 Master of Science,415,Chemical Engineering (kA/20211),Chemical Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4949&pStartSemester=,
16 Master of Science,030,Informatics (kA/20231),Computer Science,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5217&pStartSemester=,
16 Master of Science,010,Mathematics (kA/20231),Mathematics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5244&pStartSemester=,
16 Master of Science,069,Physics (Condensed Matter Physics) (kA/20181),Physics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4718&pStartSemester=,
16 Master of Science,060,"Informatics (Parttime, 50%) (kA/20231; sb bis 30.09.2030)",Computer Science,120,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5220&pStartSemester=,
16 Master of Science,061,"Informatics (Parttime, 66%) (kA/20231)",Computer Science,120,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5221&pStartSemester=,
16 Master of Science,427,Aerospace Engineering (kA/20121),Aviation and Aerospace Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4298&pStartSemester=,
16 Master of Science,066,"Physics (Nuclear, Particle and Astrophysics) (kA/20181)",Physics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4724&pStartSemester=,
16 Master of Science,023,Mathematics in Science and Engineering (kA/20191),Technomathematics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4864&pStartSemester=,
16 Master of Science,024,Mathematical Finance and Actuarial Science (kA/20231),Business Mathematics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5245&pStartSemester=,
16 Master of Science,026,Mathematics in Operations Research (kA/20141),Business Mathematics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4406&pStartSemester=,
16 Master of Science,034,Informatics: Games Engineering (kA/20231),Computer Science,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5219&pStartSemester=,
16 Master of Science,068,Physics (Biophysics) (kA/20181),Physics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4725&pStartSemester=,
16 Master of Science,038,Mathematics in Data Science (kA/20231),Mathematics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5246&pStartSemester=,
16 Master of Science,042,Bioinformatics (kA/20211),Computer Science,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5000&pStartSemester=,
16 Master of Science,067,Physics (Applied and Engineering Physics) (kA/20181),Physics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4699&pStartSemester=,
16 Master of Science,048,Data Engineering and Analytics (kA/20181),Computer Science,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4733&pStartSemester=,
16 Master of Science,142,Automotive Software Engineering (kA/20161),Computer Science,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4598&pStartSemester=,
16 Master of Science,055,Theoretical and mathematical Physics (kA/20071; sb bis 30.09.2050),Physics,,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4240&pStartSemester=,
16 Master of Science,143,Biomedical Computing (kA/20221),Medizinische Informatik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5128&pStartSemester=,
16 Master of Science,141,"Robotics, Cognition, Intelligence (kA/20241)",Ingenieurinformatik/Technische Informatik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5271&pStartSemester=,
16 Master of Science,168,Elite Course in Finance and Information Management (kA/0; sb bis 30.09.2039),Business Sciences,,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3062&pStartSemester=,
16 Master of Science,279,Data & Society (kA/20241),Social Studies,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5364&pStartSemester=,
16 Master of Science,327,Human Factors Engineering (kA/20241),Interdisciplinary Studies (focus area: Engineering Studies),120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5260&pStartSemester=,
16 Master of Science,132,Sustainable Energy and Processes (kA/20241),Biotechnology,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5395&pStartSemester=,
16 Master of Science,437,Aerospace (kA/20241),Aviation and Aerospace Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5344&pStartSemester=,
16 Master of Science,446,Aerospace Engineering (GIST TUM Asia) 	 (kA/20231; sb bis 30.09.2050),Aviation and Aerospace Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5209&pStartSemester=,
16 Master of Science,718,Agricultural Biosciences (kA/20241),Agricultural Studies/Farming,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5276&pStartSemester=,
16 Master of Science,727,"AgriFood Economics, Policy and Regulation (kA/20241)",Agricultural Studies/Farming,120,4,,
16 Master of Science,709,Agrosystem Sciences (kA/20221),Agricultural Studies/Farming,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5023&pStartSemester=,
16 Master of Science,244,AI in Society (kA/20241),Political Science,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5251&pStartSemester=,
16 Master of Science,438,Automotive Engineering (kA/20241),Mechanical Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5341&pStartSemester=,
16 Master of Science,983,Bioeconomy (kA/20241),Biotechnology,120,4,,
16 Master of Science,110,Biology (kA/20231),Biology,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5140&pStartSemester=,
16 Master of Science,129,Biomass Technology (kA/20241),Biotechnology,120,4,,
16 Master of Science,065,Biomedical Engineering and Medical Physics (kA/20241),Physics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5254&pStartSemester=,
16 Master of Science,800,Brewing and Beverage Technology (kA/20221),Brewing/Beverage Technology,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5031&pStartSemester=,
16 Master of Science,134,Cartography (kA/20181),Surveying and Mapping,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4790&pStartSemester=,
16 Master of Science,114,Chemical Biotechnology (kA/20241),Biotechnology,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5349&pStartSemester=,
16 Master of Science,310,Civil Engineering (kA/20231),Civil Engineering/Construction Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5180&pStartSemester=,
