Degree,ID,Curriculum,Field of studies,ECTS Credits,Semester,Curriculum Link,Modulhandbuch Link
16 Master of Science,521,Communications and Electronics Engineering (kA/20231),Communications Engineering/Information Technology,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5136&pStartSemester=,
16 Master of Science,331,Computational Mechanics (kA/20211),Civil Engineering/Construction Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4947&pStartSemester=,
16 Master of Science,041,Computational Science and Engineering (kA/20211),Computer Science,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5001&pStartSemester=,
16 Master of Science,064,Computational Science and Engineering (Honours Track) (kA/20161),Computer Science,150,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4630&pStartSemester=,
16 Master of Science,766,Consumer Science (kA/20251; sb bis 30.09.2050),Business Sciences,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5392&pStartSemester=,
16 Master of Science,429,"Development, Production and Management in Mechanical Engineering (kA/20241)",Mechanical Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5342&pStartSemester=,
16 Master of Science,046,Earth Oriented Space Science and Technology (kA/20241),Surveying and Mapping,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5348&pStartSemester=,
16 Master of Science,710,Ecological Engineering (kA/20231),Environmental Technology incl. Recycling,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5146&pStartSemester=,
16 Master of Science,716,Ecological Engineering (50%) (kA/20231),Environmental Technology incl. Recycling,120,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5184&pStartSemester=,
16 Master of Science,717,Ecological Engineering (66%) (kA/20231),Environmental Technology incl. Recycling,120,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5147&pStartSemester=,
16 Master of Science,500,Electrical and Computer Engineering (kA/20251),Electrical Engineering/Electronics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5382&pStartSemester=,
16 Master of Science,062,Electrical Engineering and Information Technology (Parttime 50%) (kA/20251),Electrical Engineering/Electronics,120,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5399&pStartSemester=,
16 Master of Science,063,Electrical Engineering and Information Technology (Parttime 66%) (kA/20251),Electrical Engineering/Electronics,120,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5400&pStartSemester=,
16 Master of Science,443,Energy and Process Technology (kA/20241),Mechanical Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5340&pStartSemester=,
16 Master of Science,311,Engineering Geology and Hydrogeology (kA/20241),Geoscience,120,4,,
16 Master of Science,459,Environmental Engineering (kA/20221),Civil Engineering/Construction Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5027&pStartSemester=,
16 Master of Science,167,Finance and Information Management (FIM) (kA/20241; sb bis 30.09.2050),Business Sciences,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5216&pStartSemester=,
16 Master of Science,160,Food Chemistry (kA/20221),Food Chemistry,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5018&pStartSemester=,
16 Master of Science,832,Food Technology (kA/20221),Food Technology,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5078&pStartSemester=,
16 Master of Science,751,Forest and Wood Science (kA/20221),Forestry / Forestry Science,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5024&pStartSemester=,
16 Master of Science,749,"Forest and Wood Science (Parttime, 66%) (kA/20221)",Forestry / Forestry Science,120,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5094&pStartSemester=,
16 Master of Science,332,Geodesy and Geoinformation (kA/20221; sb bis 30.09.2050),Surveying and Mapping,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4994&pStartSemester=,
16 Master of Science,137,Geomaterialien und Geochemie (kA/20191; sb bis 01.10.2050),Geoscience,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5337&pStartSemester=,
16 Master of Science,136,Geophysics (kA/20201; sb bis 01.10.2050),Geoscience,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5336&pStartSemester=,
16 Master of Science,322,GeoThermal Energy/GeoEnergy (kA/20181),Civil Engineering/Construction Engineering,,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4701&pStartSemester=,
16 Master of Science,507,Green Electronics (kA/20161),Electrical Engineering/Electronics,120,4,,
16 Master of Science,297,Health Science - Prevention and Health Promotion (kA/20241),Health Education,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5367&pStartSemester=,
16 Master of Science,719,Horticultural Science (kA/20191; sb bis 30.09.2030),Horticulture,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4869&pStartSemester=,
16 Master of Science,413,Industrial Biotechnology (kA/20241),Biotechnology,120,4,,
16 Master of Science,101,Industrial Chemistry (kA/0; sb bis 30.09.2039),Chemistry,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2684&pStartSemester=,
16 Master of Science,120,Information Engineering (kA/20241),Ingenieurinformatik/Technische Informatik,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5273&pStartSemester=,
16 Master of Science,121,Information Systems (kA/20221),Information Systems,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4997&pStartSemester=,
16 Master of Science,458,Information Technologies for the Built Environment (kA/20221),Civil Engineering/Construction Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5026&pStartSemester=,
16 Master of Science,104,Integrated Circuit Design (kA/0; sb bis 30.09.2039),Electrical Engineering/Electronics,,3,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3170&pStartSemester=,
16 Master of Science,135,Intellectual Property and Competition Law (kA/0; sb bis 30.09.2039),Commercial Law,,2,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=3066&pStartSemester=,
16 Master of Science,334,Land Management and Geospatial Science (kA/20251),Aviation and Aerospace Engineering,120,4,,
16 Master of Science,326,Logistics Engineering and Management (kA/20241),Civil Engineering/Construction Engineering,,4,,
16 Master of Science,261,Management (kA/20251; sb bis 30.09.2050),Business Studies,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5390&pStartSemester=,
16 Master of Science,269,Management & Innovation (Heilbronn) (kA/20181; sb bis 30.09.2050),Business Sciences,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4717&pStartSemester=,
16 Master of Science,267,Management & Innovation (Munich) (kA/20181; sb bis 30.09.2050),Business Sciences,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4685&pStartSemester=,
16 Master of Science,277,Management and Digital Technology (kA/20241; sb bis 30.09.2050),Business Sciences,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5205&pStartSemester=,
16 Master of Science,274,Management and Technology (kA/20251; sb bis 30.09.2050),Business Sciences,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5386&pStartSemester=,
16 Master of Science,268,Masterstudiengang Management am Campus Heilbronn (kA/20251; sb bis 30.09.2050),Business Sciences,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5394&pStartSemester=,
16 Master of Science,436,Materials Science and Engineering (kA/20221),Interdisciplinary Studies (focus area: Engineering Studies),120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5178&pStartSemester=,
16 Master of Science,400,Mechanical Engineering (kA/20241),Mechanical Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5343&pStartSemester=,
16 Master of Science,439,Mechatronics and Robotics (kA/20191),Mechanical Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4824&pStartSemester=,
16 Master of Science,460,"Mechatronics, Robotics, and Biomechanical Engineering (kA/20231)",Mechanical Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5185&pStartSemester=,
16 Master of Science,461,Medical Engineering (kA/20241),Mechanical Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5222&pStartSemester=,
16 Master of Science,522,Microelectronics and Chip Design (kA/20251),Electrical Engineering/Electronics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5372&pStartSemester=,
16 Master of Science,831,Molecular Biotechnology (kA/20231),Biotechnology,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5142&pStartSemester=,
16 Master of Science,756,Nat. Conserv. & Landscape Planning (50%) (kA/20231),Nature Conservation,120,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5183&pStartSemester=,
16 Master of Science,757,Nat. Conserv. & Landscape Planning (66%) (kA/20231),Nature Conservation,120,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5145&pStartSemester=,
16 Master of Science,755,Nature Conservation & Landscape Planning (kA/20231),Nature Conservation,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5144&pStartSemester=,
16 Master of Science,762,Nutrition and Biomedicine (kA/20251),Household and Nutritional Science,120,,,
16 Master of Science,798,Pharmaceutical Bioprocess Engineering (kA/20221),Process Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5030&pStartSemester=,
16 Master of Science,265,Politics & Technology  (kA/20231),Political Science,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5192&pStartSemester=,
16 Master of Science,266,Politics & Technology (66%) (kA/20231),Political Science,120,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5193&pStartSemester=,
16 Master of Science,512,Power Engineering (kA/20221),Energy Technology (not including Electrical Engineering),120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5029&pStartSemester=,
16 Master of Science,090,Quantum Science & Technology (kA/20201),Physics,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4911&pStartSemester=,
16 Master of Science,907,Radiation Biology (kA/20221),Biology,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5107&pStartSemester=,
16 Master of Science,325,Rail and Urban Transport (kA/20241),Civil Engineering/Construction Engineering,,4,,
16 Master of Science,323,"Rail, Transport and Logistics (kA/20191)",Civil Engineering/Construction Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4818&pStartSemester=,
16 Master of Science,321,Resource Efficient and Sustainable Building (kA/20231),Civil Engineering/Construction Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5190&pStartSemester=,
16 Master of Science,300,Risk and Safety (kA/20231),Interdisciplinary Studies (focus area: Engineering Studies),120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5181&pStartSemester=,
16 Master of Science,442,Science and Technology of Materials (kA/20191),Mechanical Engineering,,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4833&pStartSemester=,
16 Master of Science,960,Social Science of Technology (kA/10402; sb bis 30.09.2051),Interdisciplinary Studies (focus area: Engineering Studies),,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2909&pStartSemester=,
16 Master of Science,185,Software Engineering Elite Course (kA/0; sb bis 30.09.2039),Computer Science,,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2777&pStartSemester=,
16 Master of Science,299,Sport and Exercise Science (kA/20241),Sports Science,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5368&pStartSemester=,
16 Master of Science,728,Sustainable Food (GIST TUM Asia) (kA/20241),Food Technology,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5252&pStartSemester=,
16 Master of Science,246,Sustainable Management and Technology (kA/20211; sb bis 30.09.2050),Business Sciences,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4941&pStartSemester=,
16 Master of Science,754,Sustainable Resource Management (kA/20241),Nature Conservation,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5345&pStartSemester=,
16 Master of Science,324,"Transport and Logistics (Parttime, 50%) (kA/20141)",Civil Engineering/Construction Engineering,,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4331&pStartSemester=,
16 Master of Science,313,Transportation Systems (kA/20211),Civil Engineering/Construction Engineering,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4945&pStartSemester=,
16 Master of Science,319,Urbanism - Urban and Landscape Studies and Design (kA/20211; sb bis 30.09.2050),Architecture,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4990&pStartSemester=,
16 Master of Science,275,Vocational Education and Innovation (kA/20221; sb bis 01.10.2050),Vocational Education,90,5,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5097&pStartSemester=,
16 Master of Science,085,Wirtschaftspädagogik I (kA/20241; sb bis 30.09.2050),Business Sciences,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5262&pStartSemester=,
16 Master of Science,086,Wirtschaftspädagogik II (kA/20241; sb bis 30.09.2050),Business Sciences,120,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5264&pStartSemester=,
17 Bachelor of Science,100,Chemistry (kA/20221),Chemistry,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5002&pStartSemester=,
17 Bachelor of Science,410,Engineering Science (kA/0; sb bis 30.09.2051),Interdisciplinary Studies (focus area: Engineering Studies),210,7,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2805&pStartSemester=,
17 Bachelor of Science,400,Mechanical Engineering (kA/20241),Mechanical Engineering,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5355&pStartSemester=,
17 Bachelor of Science,010,Mathematics (kA/20231),Mathematics,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5247&pStartSemester=,
17 Bachelor of Science,051,Physics (kA/20251),Physics,180,6,,
17 Bachelor of Science,437,Aerospace (kA/20241),Aviation and Aerospace Engineering,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5354&pStartSemester=,
17 Bachelor of Science,723,Agricultural Science and Horticultural Science (kA/20241),Agricultural Studies/Farming,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5248&pStartSemester=,
17 Bachelor of Science,105,Biochemistry (kA/20231),Biochemistry,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5187&pStartSemester=,
17 Bachelor of Science,993,Bioeconomics (kA/20211),Biotechnology,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4956&pStartSemester=,
17 Bachelor of Science,983,Bioeconomy (kA/20241),Biotechnology,180,6,,
17 Bachelor of Science,042,Bioinformatics (kA/20211; sb bis 30.09.2050),Computer Science,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5028&pStartSemester=,
17 Bachelor of Science,317,Bodenordnung und Landentwicklung (kA/20181),Surveying and Mapping,30,5,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4767&pStartSemester=,
17 Bachelor of Science,800,Brewing and Beverage Technology (kA/20221),Brewing/Beverage Technology,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5084&pStartSemester=,
17 Bachelor of Science,111,Chemical Biotechnology (kA/20231),Biotechnology,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5235&pStartSemester=,
17 Bachelor of Science,415,Chemical Engineering (kA/20251),Chemical Engineering,180,6,,
17 Bachelor of Science,310,Civil Engineering (kA/20241),Civil Engineering/Construction Engineering,180,6,,
17 Bachelor of Science,500,Electrical and Computer Engineering (kA/20231),Electrical Engineering/Electronics,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5135&pStartSemester=,
17 Bachelor of Science,462,Engineering- and Materials Science (kA/20241),Interdisciplinary Studies (focus area: Engineering Studies),,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5223&pStartSemester=,
17 Bachelor of Science,411,Engineering Science (kA/20241),Interdisciplinary Studies (focus area: Engineering Studies),210,6,,
17 Bachelor of Science,457,Environmental Engineering (kA/20241),Civil Engineering/Construction Engineering,180,6,,
17 Bachelor of Science,160,Food Chemistry (kA/20221),Food Chemistry,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5003&pStartSemester=,
17 Bachelor of Science,753,Forest Science and Resource Management (kA/20231),Forestry / Forestry Science,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5138&pStartSemester=,
17 Bachelor of Science,332,Geodesy and Geoinformation (kA/20241),Surveying and Mapping,180,6,,
17 Bachelor of Science,139,Geosciences (kA/0; sb bis 30.09.2051),Geoscience,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=2587&pStartSemester=,
17 Bachelor of Science,202,Health Science (kA/20241),Health Education,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5365&pStartSemester=,
17 Bachelor of Science,030,Informatics (kA/20241),Computer Science,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5371&pStartSemester=,
17 Bachelor of Science,034,Informatics: Games Engineering (kA/20231; sb bis 30.09.2033),Computer Science,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5218&pStartSemester=,
17 Bachelor of Science,120,Information Engineering (kA/20211),Ingenieurinformatik/Technische Informatik,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4953&pStartSemester=,
17 Bachelor of Science,043,Information Systems (kA/20211),Information Systems,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4999&pStartSemester=,
17 Bachelor of Science,746,Landscape Architecture and Landscape Planning (kA/20231),Land Management Engineering/Landscape Design,240,8,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5143&pStartSemester=,
17 Bachelor of Science,832,Lebensmitteltechnologie (kA/20221),Food Technology,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5085&pStartSemester=,
17 Bachelor of Science,113,Life Sciences Biology (kA/20231),Biology,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5139&pStartSemester=,
17 Bachelor of Science,763,Life Sciences Nutrition (kA/20241),Biology,180,6,,
17 Bachelor of Science,278,Management and Data Science (Heilbronn) (kA/20241; sb bis 30.09.2050),Business Sciences,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5250&pStartSemester=,
17 Bachelor of Science,274,Management and Technology (kA/20231; sb bis 01.10.2050),Business Sciences,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5194&pStartSemester=,
17 Bachelor of Science,831,Molecular Biotechnology (kA/20231),Biotechnology,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5141&pStartSemester=,
17 Bachelor of Science,798,Pharmaceutical Bioprocessing Engineering (kA/20221),Process Engineering,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5086&pStartSemester=,
17 Bachelor of Science,262,Political Science  (kA/20251),Political Science,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5407&pStartSemester=,
17 Bachelor of Science,263,"Political Science (Parttime, 66%) (kA/20251)",Political Science,180,9,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5406&pStartSemester=,
17 Bachelor of Science,287,Sports Science (kA/20241),Sports Science,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5366&pStartSemester=,
17 Bachelor of Science,246,Sustainable Management and Technology (kA/20211; sb bis 30.09.2050),Business Sciences,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4954&pStartSemester=,
18 Master of Business Administration,259,Executive Master of Business Administration in Business & IT (kA/20151; sb bis 30.09.2050),Business Studies,90,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4491&pStartSemester=,
18 Master of Business Administration,276,Executive Master of Business Administration in Innovation & Business Creation (kA/20221; sb bis 30.09.2050),Business Studies,90,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5099&pStartSemester=,
18 Master of Business Administration,252,Executive Master of Business Administration (MBA) (kA/20151; sb bis 30.09.2050),Business Studies,90,4,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=4582&pStartSemester=,
19 Bachelor of Education (vocational education),700,Agricultural Economy (kA/20241; sb bis 01.10.2050),Agricultural Studies/Farming,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5381&pStartSemester=,
19 Bachelor of Education (vocational education),320,Building Technology (kA/20231; sb bis 01.10.2050),Civil Engineering/Construction Engineering,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5200&pStartSemester=,
19 Bachelor of Education (vocational education),501,Electrical Engineering and Information Technology (kA/20231; sb bis 01.10.2050),Electrical Engineering/Electronics,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5201&pStartSemester=,
19 Bachelor of Education (vocational education),201,Health and Nursing Science (kA/20241; sb bis 01.10.2050),Health Education,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5380&pStartSemester=,
19 Bachelor of Education (vocational education),421,Metal Engineering (kA/20231; sb bis 01.10.2050),Metal Engineering,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5204&pStartSemester=,
19 Bachelor of Education (vocational education),190,Nutritional Science and Home Economics (kA/20231; sb bis 01.10.2050),Household and Nutritional Science,180,6,https://campus.tum.de/wbstpcs.showSpoTree?pStStudiumNr=&pSJNr=1621&pStpStpNr=5202&pStartSemester=,
