ID,name,credits,version,valid,responsible,organisation,note,module_level,abbreviation,subtitle,duration,occurrence,language,related_programs,total_hours,contact_hours,self_study_hours,description_of_achievement_and_assessment_methods,exam_retake_next_semester,exam_retake_at_the_end_of_semester,prerequisites_recommended,intended_learning_outcomes,content,teaching_and_learning_methods,media,reading_list,curriculum_ID,transformed_link
,,,,,,,,,,,,,,,,,,,,,,,,,,,356,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/676100/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,357,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/676106/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,358,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/676109/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,359,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1160685/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,360,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/463267/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,361,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1352897/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,362,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1057244/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,363,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1439632/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,364,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/676154/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,365,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/676157/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,366,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1131513/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,367,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/676118/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,368,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/675861/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,369,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/676133/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,370,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/676138/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,371,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1234148/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,372,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1176440/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,373,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/694860/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,374,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/694863/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,375,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/828865/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,376,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1253060/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,377,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/811971/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,378,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/811968/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,379,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/729432/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,380,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/729429/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,381,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/981716/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,382,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1136986/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,383,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1176444/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,384,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/676172/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,385,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/729442/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,386,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/981547/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,387,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1129399/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,388,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1057334/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,390,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/676175/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,391,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/817924/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,392,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1352835/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,393,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/992305/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,394,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/729451/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,395,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1183838/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,396,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/802618/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,397,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1142985/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,398,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/985145/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,399,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1458680/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,400,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/676181/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,401,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/714353/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,402,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/946830/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,403,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/692417/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,404,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1051756/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,405,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/679824/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,406,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/679848/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,407,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1176450/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,408,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/802539/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,409,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/675571/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,410,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/730139/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,411,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/730248/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,412,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/679938/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,413,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/679950/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,414,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/679953/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,415,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1161213/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,416,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/809768/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,417,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/708036/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,418,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/625501/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,419,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/812014/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,420,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1011131/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,421,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1052720/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,422,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1051792/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,423,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/821879/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,424,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/679956/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,425,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/679959/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,426,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1447894/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,427,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/800872/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,428,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/800875/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,429,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/693302/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,430,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/693305/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,431,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/692969/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,432,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/679968/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,433,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1187595/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,434,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1057421/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,435,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/679975/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,436,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/714392/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,437,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/985148/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,438,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/730315/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,439,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/730312/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,440,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/679978/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,441,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/693315/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,442,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/693318/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,443,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/1070377/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,445,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/4290888/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,446,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/4076016/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,447,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/4076029/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,448,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/3668755/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,449,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/2714841/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,450,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/3639828/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,451,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/4176654/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,452,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/4076105/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,453,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/4076908/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,454,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/3591730/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,455,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/996862/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,456,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/3555038/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,457,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/4078123/206?$ctx=lang=en&$scrollTo=toc_details
,,,,,,,,,,,,,,,,,,,,,,,,,,,458,https://campus.tum.de/tumonline/ee/ui/ca2/app/desktop/#/slc.cm.reg/student/modules/detail/3884771/206?$ctx=lang=en&$scrollTo=toc_details
